Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	210.626	0.000	8.303	0	207.359	9.963	0	207.366	208.099	255	255
2	209.594	0.000	33.418	0	207.359	34.664	0	207.363	207.893	255	255
3	210.454	0.000	58.326	0	207.359	59.572	0	207.363	208.099	255	255
4	210.368	0.000	82.819	0	207.359	83.857	0	207.361	208.078	255	255
5	210.626	0.000	107.727	0	207.359	108.142	0	207.359	208.132	255	255
6	210.282	0.000	133.050	0	207.359	133.880	0	207.361	208.058	255	255
7	210.110	0.000	157.543	0	207.359	158.373	0	207.361	208.017	255	255
8	209.766	0.000	182.451	0	207.359	183.696	0	207.363	207.964	255	255
9	210.970	0.000	207.359	0	207.359	207.774	0	207.359	208.214	255	255
10	210.368	0.000	231.644	0	207.359	233.097	0	207.364	208.088	255	255
11	209.852	0.000	256.967	0	207.359	258.005	0	207.361	207.955	255	255
12	210.540	0.000	281.875	0	207.359	282.498	0	207.360	208.103	255	255
13	210.196	0.000	306.783	0	207.359	308.236	0	207.364	208.039	255	255
14	210.798	0.000	331.691	0	207.359	333.352	0	207.366	208.181	255	255
15	211.142	0.000	356.392	0	207.359	358.467	0	207.369	208.263	255	255
16	211.486	0.000	380.884	0	207.359	382.545	0	207.366	208.304	255	255
17	210.454	0.000	405.377	0	207.359	407.038	0	207.366	208.099	255	255
18	210.970	0.000	430.285	0	207.359	432.361	0	207.369	208.222	255	255
19	211.056	0.000	455.608	0	207.359	457.061	0	207.364	208.243	255	255
20	211.400	0.000	480.931	0	207.359	481.554	0	207.360	208.296	255	255
21	17.121	133.258	497.952	0	149.863	497.952	0	16.605	16.746	255	255
22	7.229	136.579	473.044	0	143.636	473.044	0	7.057	7.098	255	255
23	16.291	154.429	423.228	0	170.204	423.228	0	15.775	15.881	255	255
24	21.094	157.543	473.044	0	177.262	473.044	0	19.719	20.128	255	255
25	4.738	158.581	497.952	0	163.147	497.952	0	4.566	4.608	255	255
26	11.552	159.619	448.136	0	170.827	448.136	0	11.209	11.283	255	255
27	5.812	159.826	398.320	0	165.638	398.320	0	5.812	5.812	255	255
28	26.147	172.280	497.952	0	197.396	497.952	0	25.116	25.401	255	255
29	6.399	191.169	473.044	0	197.396	473.044	0	6.227	6.268	255	255
