Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	210.196	0	8.925	0	207.359	8.303	0	207.360	208.033	255	255
2	210.196	0	33.211	0	207.359	33.003	0	207.359	208.029	255	255
3	210.368	0	58.534	0	207.359	58.741	0	207.359	208.078	255	255
4	210.282	0	83.442	0	207.359	83.857	0	207.359	208.058	255	255
5	210.798	0	108.557	0	207.359	108.142	0	207.359	208.181	255	255
6	210.368	0	133.673	0	207.359	133.465	0	207.359	208.070	255	255
7	210.454	0	158.166	0	207.359	158.166	0	207.359	208.099	255	255
8	210.540	0	182.658	0	207.359	182.451	0	207.359	208.149	255	255
9	212.088	0	208.604	0	207.359	207.982	0	207.360	208.499	255	255
10	211.658	0	233.927	0	207.359	232.682	0	207.363	208.387	255	255
11	211.744	0	259.043	0	207.359	257.175	0	207.367	208.437	255	255
12	211.830	0	283.328	0	207.359	282.083	0	207.363	208.387	255	255
13	212.346	0	309.066	0	207.359	307.406	0	207.366	208.613	255	255
14	215.355	0	333.144	0	207.359	331.691	0	207.364	209.859	255	255
15	212.432	0	358.882	0	207.359	357.014	0	207.367	208.583	255	255
16	212.861	0	383.998	0	207.359	382.337	0	207.366	208.719	255	255
17	213.033	0	408.906	0	207.359	406.415	0	207.374	208.739	255	255
18	212.603	0	434.437	0	207.359	431.323	0	207.382	208.620	255	255
19	212.775	0	457.476	0	207.359	456.439	0	207.361	208.716	255	255
20	213.291	0	482.177	0	207.359	481.554	0	207.360	208.987	255	255
