Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	210.368	0	8.718	0	207.359	8.510	0	207.359	208.078	255	255
2	211.228	0	33.003	0	207.359	34.041	0	207.361	208.289	255	255
3	211.486	0	57.703	0	207.359	58.949	0	207.363	208.321	255	255
4	210.282	0	82.819	0	207.359	83.649	0	207.361	208.058	255	255
5	211.056	0	107.727	0	207.359	107.935	0	207.359	208.243	255	255
6	211.658	0	132.635	0	207.359	132.635	0	207.359	208.387	255	255
7	212.518	0	156.713	0	207.359	157.543	0	207.361	208.592	255	255
8	211.486	0	181.413	0	207.359	183.904	0	207.374	208.355	255	255
9	212.260	0	206.529	0	207.359	209.642	0	207.382	208.518	255	255
10	211.572	0	232.890	0	207.359	234.343	0	207.364	208.341	255	255
11	211.400	0	258.005	0	207.359	259.043	0	207.361	208.325	255	255
12	210.798	0	282.706	0	207.359	283.951	0	207.363	208.189	255	255
13	212.260	0	307.613	0	207.359	308.651	0	207.361	208.493	255	255
14	211.916	0	334.182	0	207.359	334.805	0	207.360	208.458	255	255
15	211.314	0	359.505	0	207.359	359.920	0	207.359	208.292	255	255
16	210.970	0	384.621	0	207.359	385.451	0	207.361	208.222	255	255
17	210.970	0	408.906	0	207.359	409.736	0	207.361	208.222	255	255
18	211.400	0	433.814	0	207.359	434.852	0	207.361	208.325	255	255
19	210.626	0	458.514	0	207.359	459.760	0	207.363	208.109	255	255
20	210.110	0	483.630	0	207.359	484.460	0	207.361	207.992	255	255
