Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	218.699	0.000	7.888	0	207.359	9.133	0	207.363	214.228	255	255
2	219.595	0.000	33.003	0	207.359	34.041	0	207.361	214.529	255	255
3	219.938	0.000	57.911	0	207.359	58.534	0	207.360	214.879	255	255
4	218.735	0.000	83.234	0	207.359	83.442	0	207.359	214.444	255	255
5	218.907	0.000	108.142	0	207.359	108.350	0	207.359	214.445	255	255
6	220.232	0.000	133.050	0	207.359	133.673	0	207.360	215.047	255	255
7	219.787	0.000	157.751	0	207.359	158.788	0	207.361	215.036	255	255
8	189.952	0.000	182.243	0	182.866	174.563	0	183.027	186.381	255	255
9	190.417	0.000	207.566	0	183.281	199.471	0	183.460	186.778	255	255
10	220.131	0.000	232.682	0	207.359	233.305	0	207.360	215.301	255	255
11	219.995	0.000	257.382	0	207.359	258.628	0	207.363	215.350	255	255
12	191.019	0.000	282.083	0	183.281	274.195	0	183.451	186.850	255	255
13	190.933	0.000	307.198	0	183.281	299.103	0	183.460	186.887	255	255
14	190.983	0.000	332.314	0	183.074	324.011	0	183.262	186.711	255	255
15	191.606	0.000	357.014	0	183.489	348.919	0	183.667	187.403	255	255
16	190.983	0.000	381.922	0	182.866	373.827	0	183.045	186.825	255	255
17	190.933	0.000	406.623	0	183.074	398.735	0	183.243	187.040	255	255
18	191.206	0.000	431.738	0	182.451	423.643	0	182.630	186.690	255	255
19	220.905	0.000	456.854	0	207.359	458.929	0	207.369	215.454	255	255
20	220.576	0.000	481.554	0	207.359	482.592	0	207.361	215.074	255	255
21	27.502	185.357	199.471	0	207.359	208.397	0	23.743	26.361	255	255
22	27.846	185.357	348.919	0	207.359	359.505	0	24.416	26.652	255	255
23	26.965	185.772	274.195	0	207.359	283.536	0	23.521	25.983	255	255
24	27.380	185.772	299.103	0	207.359	308.859	0	23.689	26.305	255	255
25	27.932	185.772	324.011	0	207.359	334.390	0	23.952	26.516	255	255
26	26.378	185.980	174.563	0	207.359	183.696	0	23.248	25.463	255	255
27	27.223	185.980	398.735	0	207.359	409.321	0	23.857	25.988	255	255
28	26.793	186.187	373.827	0	207.359	383.583	0	23.311	25.664	255	255
29	26.343	186.395	423.643	0	207.359	433.399	0	23.123	25.281	255	255
