Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	210.110	0	9.340	0	207.359	8.510	0	207.361	208.017	255	255
2	210.368	0	33.833	0	207.359	33.626	0	207.359	208.078	255	255
3	210.540	0	58.949	0	207.359	58.326	0	207.360	208.119	255	255
4	210.110	0	83.857	0	207.359	83.442	0	207.359	208.017	255	255
5	210.196	0	109.180	0	207.359	108.142	0	207.361	208.037	255	255
6	210.798	0	134.503	0	207.359	132.843	0	207.366	208.165	255	255
7	211.228	0	159.619	0	207.359	158.166	0	207.364	208.243	255	255
8	211.314	0	184.734	0	207.359	183.074	0	207.366	208.320	255	255
9	211.830	0	209.227	0	207.359	207.982	0	207.363	208.435	255	255
10	211.400	0	234.550	0	207.359	233.097	0	207.364	208.325	255	255
11	211.744	0	258.213	0	207.359	257.590	0	207.360	208.416	255	255
12	212.002	0	283.328	0	207.359	282.498	0	207.361	208.477	255	255
13	211.400	0	308.444	0	207.359	307.406	0	207.361	208.348	255	255
14	213.033	0	332.521	0	207.359	332.521	0	207.359	208.893	255	255
15	212.861	0	357.845	0	207.359	357.429	0	207.359	208.783	255	255
16	216.043	0	382.545	0	207.359	382.753	0	207.359	210.594	255	255
17	214.753	0	407.453	0	207.359	407.868	0	207.359	209.698	255	255
18	212.518	0	432.776	0	207.359	433.191	0	207.359	208.623	255	255
19	212.603	0	457.892	0	207.359	457.684	0	207.359	208.830	255	255
20	214.237	0	482.800	0	207.359	482.800	0	207.359	209.413	255	255
