Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	213.549	0.000	9.548	0	207.359	7.057	0	207.374	208.979	255	255
2	215.011	0.000	34.871	0	207.359	31.343	0	207.389	209.421	255	255
3	214.839	0.000	61.232	0	207.359	56.458	0	207.414	209.452	255	255
4	213.721	0.000	84.480	0	207.359	81.574	0	207.379	208.917	255	255
5	214.925	0.000	109.180	0	207.359	106.689	0	207.374	209.338	255	255
6	215.441	0.000	134.503	0	207.359	133.258	0	207.363	209.448	255	255
7	216.472	0.000	158.788	0	207.359	157.958	0	207.361	210.133	255	255
8	219.482	0.000	183.281	0	207.359	180.168	0	207.382	211.198	255	255
9	216.730	0.000	209.642	0	207.359	205.698	0	207.396	209.976	255	255
10	216.730	0.000	233.720	0	207.359	231.021	0	207.376	209.980	255	255
11	219.654	0.000	259.043	0	207.359	256.345	0	207.376	211.604	255	255
12	217.762	0.000	283.121	0	207.359	281.253	0	207.367	210.634	255	255
13	218.278	0.000	309.066	0	207.359	306.368	0	207.376	210.880	255	255
14	216.644	0.000	334.390	0	207.359	331.069	0	207.385	209.928	255	255
15	215.355	0.000	359.298	0	207.359	354.108	0	207.424	209.388	255	255
16	216.730	0.000	382.130	0	207.359	379.431	0	207.376	210.070	255	255
17	216.215	0.000	408.491	0	207.359	404.132	0	207.405	209.795	255	255
18	217.418	0.000	432.984	0	207.359	429.040	0	207.396	210.109	255	255
19	216.043	0.000	458.099	0	207.359	453.740	0	207.405	209.598	255	255
20	215.097	0.000	481.969	0	207.359	478.233	0	207.393	209.297	255	255
21	31.938	177.054	497.952	0	207.359	495.254	0	30.425	30.842	255	255
22	21.860	186.187	473.044	0	207.359	471.799	0	21.208	21.338	255	255
