Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	210.798	0	7.680	0	207.359	7.265	0	207.359	208.181	255	255
2	210.626	0	33.211	0	207.359	32.380	0	207.361	208.099	255	255
3	210.884	0	58.534	0	207.359	56.666	0	207.367	208.202	255	255
4	210.970	0	82.819	0	207.359	81.158	0	207.366	208.219	255	255
5	211.744	0	108.142	0	207.359	105.859	0	207.371	208.407	255	255
6	212.174	0	133.050	0	207.359	130.559	0	207.374	208.498	255	255
7	213.979	0	157.335	0	207.359	155.052	0	207.371	209.332	255	255
8	214.581	0	183.281	0	207.359	179.960	0	207.385	209.360	255	255
9	214.839	0	208.812	0	207.359	204.868	0	207.396	209.652	255	255
10	214.151	0	232.682	0	207.359	229.569	0	207.382	209.586	255	255
11	217.418	0	258.628	0	207.359	254.684	0	207.396	211.176	255	255
12	216.988	0	282.290	0	207.359	279.384	0	207.379	211.574	255	255
13	218.192	0	306.576	0	207.359	304.915	0	207.366	212.031	255	255
14	221.373	0	331.484	0	207.359	329.200	0	207.371	213.880	255	255
15	222.491	0	356.599	0	207.359	354.524	0	207.369	213.738	255	255
16	220.599	0	381.715	0	207.359	378.809	0	207.379	213.155	255	255
17	218.536	0	406.000	0	207.359	403.924	0	207.369	211.683	255	255
18	218.536	0	430.700	0	207.359	429.040	0	207.366	212.155	255	255
19	218.364	0	456.024	0	207.359	453.118	0	207.379	211.622	255	255
20	219.224	0	480.516	0	207.359	478.441	0	207.369	212.376	255	255
