Skeleton ID	Branch length	V1 x	V1 y	V1 z	V2 x	V2 y	V2 z	Euclidean distance	running average length	average intensity (inner 3rd)	average intensity
1	210.196	0	9.756	0	207.359	9.548	0	207.359	208.037	255	255
2	210.454	0	35.079	0	207.359	34.664	0	207.359	208.074	255	255
3	210.196	0	59.572	0	207.359	59.364	0	207.359	208.037	255	255
4	210.970	0	84.480	0	207.359	84.064	0	207.359	208.197	255	255
5	210.626	0	108.350	0	207.359	109.180	0	207.361	208.140	255	255
6	210.970	0	133.673	0	207.359	134.088	0	207.359	208.222	255	255
7	210.712	0	158.788	0	207.359	159.411	0	207.360	208.160	255	255
8	210.798	0	183.489	0	207.359	184.319	0	207.361	208.204	255	255
9	211.658	0	208.812	0	207.359	208.812	0	207.359	208.410	255	255
10	212.088	0	234.343	0	207.359	234.135	0	207.359	208.489	255	255
11	212.861	0	259.043	0	207.359	258.628	0	207.359	208.736	255	255
12	213.377	0	282.498	0	207.359	282.913	0	207.359	208.874	255	255
13	212.174	0	307.406	0	207.359	308.236	0	207.361	208.603	255	255
14	212.603	0	332.314	0	207.359	333.352	0	207.361	208.706	255	255
15	212.432	0	357.429	0	207.359	358.467	0	207.361	208.649	255	255
16	212.260	0	382.130	0	207.359	383.998	0	207.367	208.489	255	255
17	212.689	0	407.453	0	207.359	408.283	0	207.361	208.608	255	255
18	212.603	0	431.323	0	207.359	434.021	0	207.376	208.620	255	255
19	212.346	0	456.439	0	207.359	458.099	0	207.366	208.582	255	255
20	212.260	0	481.139	0	207.359	483.007	0	207.367	208.607	255	255
