 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E1.tif:0082-0094-1506:81	441	28	75
2	3D_eve-Gap_1_t45s_z3_E1.tif:0082-0094-1506:81	389	24	82
