 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E11.tif:0048-0105-1526:47	447	33	43
2	3D_eve-Gap1_t60s_z3_E11.tif:0048-0105-1526:47	394	25	48
