 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E2.tif:0027-0073-1498:26	431	21	23
2	3D_eve-Gap1_t60s_z3_E2.tif:0027-0073-1498:26	396	19	27
