 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E4.tif:0107-0086-1452:106	422	26	101
2	3D_eve-Gap_1_t45s_z3_E4.tif:0107-0086-1452:106	379	22	107
