 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E11.tif:0079-0084-1478:78	429	25	74
2	3D_eve-Gap_1_t45s_z3_E11.tif:0079-0084-1478:78	387	21	79
