 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E5.tif:0081-0076-1346:80	400	22	76
2	3D_eve-Gap1_t60s_z3_E5.tif:0081-0076-1346:80	342	20	81
