 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E12.tif:0029-0092-1441:28	418	27	24
2	3D_eve-Gap1_t60s_z3_E12.tif:0029-0092-1441:28	377	24	29
