 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E3.tif:0087-0205-0978:86	11	92	53
2	3D_eve-Gap1_t60s_z3_E3.tif:0087-0205-0978:86	528	90	53
3	3D_eve-Gap1_t60s_z3_E3.tif:0087-0205-0978:86	366	21	79
4	3D_eve-Gap1_t60s_z3_E3.tif:0087-0205-0978:86	341	21	87
