 	Label	X	Y	Slice
1	3D_rgap_1b_z3_t60s_E17.tif:0078-0245-0983:77	27	98	44
2	3D_rgap_1b_z3_t60s_E17.tif:0078-0245-0983:77	535	91	44
3	3D_rgap_1b_z3_t60s_E17.tif:0078-0245-0983:77	491	41	55
4	3D_rgap_1b_z3_t60s_E17.tif:0078-0245-0983:77	317	46	78
