 	Label	X	Y	Slice
1	3D_btd-gap2_z3_t55s_E8.tif:0066-0212-0967:65	37	97	43
2	3D_btd-gap2_z3_t55s_E8.tif:0066-0212-0967:65	515	95	43
3	3D_btd-gap2_z3_t55s_E8.tif:0066-0212-0967:65	468	45	51
4	3D_btd-gap2_z3_t55s_E8.tif:0066-0212-0967:65	325	24	66
