 	Label	X	Y	Slice
1	3D_rgap_1b_z3_t60s_E13.tif:0063-0218-0979:62	31	97	35
2	3D_rgap_1b_z3_t60s_E13.tif:0063-0218-0979:62	528	88	35
3	3D_rgap_1b_z3_t60s_E13.tif:0063-0218-0979:62	481	40	43
4	3D_rgap_1b_z3_t60s_E13.tif:0063-0218-0979:62	302	27	63
