 	Label	X	Y	Slice
1	3D_btd-gap_z3_t55s_E12.tif:0031-0220-0970:31	36	98	5
2	3D_btd-gap_z3_t55s_E12.tif:0031-0220-0970:31	518	96	5
3	3D_btd-gap_z3_t55s_E12.tif:0031-0220-0970:31	475	49	14
4	3D_btd-gap_z3_t55s_E12.tif:0031-0220-0970:31	311	27	31
