 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E4.tif:0112-0193-0965:111	11	87	76
2	3D_eve-Gap_1_t45s_z3_E4.tif:0112-0193-0965:111	522	87	76
3	3D_eve-Gap_1_t45s_z3_E4.tif:0112-0193-0965:111	472	38	93
4	3D_eve-Gap_1_t45s_z3_E4.tif:0112-0193-0965:111	339	19	112
