 	Label	X	Y	Slice
1	3D_prd-Gap_1_t60s_E5.tif:0078-0247-0999:77	32	104	58
2	3D_prd-Gap_1_t60s_E5.tif:0078-0247-0999:77	538	97	58
3	3D_prd-Gap_1_t60s_E5.tif:0078-0247-0999:77	492	48	63
4	3D_prd-Gap_1_t60s_E5.tif:0078-0247-0999:77	354	37	78
