 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E4.tif:0046-0226-0976:45	10	101	16
2	3D_eve-Gap1_t60s_z3_E4.tif:0046-0226-0976:45	528	96	16
3	3D_eve-Gap1_t60s_z3_E4.tif:0046-0226-0976:45	475	45	31
4	3D_eve-Gap1_t60s_z3_E4.tif:0046-0226-0976:45	318	24	46
