 	Label	X	Y	Slice
1	3D_btd-gap_z3_t55s_E10.tif:0027-0212-0952:27	45	96	6
2	3D_btd-gap_z3_t55s_E10.tif:0027-0212-0952:27	499	91	6
3	3D_btd-gap_z3_t55s_E10.tif:0027-0212-0952:27	453	39	12
4	3D_btd-gap_z3_t55s_E10.tif:0027-0212-0952:27	315	25	27
