"timepoint","minute","length","tortuosity","delta_length","stock","sample","embryo","side"
"TP10",23.67,212.088,1.02280585843875,1.892,"eve","cauterized","2021-02-26_E5","right"
"TP11",26.3,212.861,1.02653369277437,2.66499999999999,"eve","cauterized","2021-02-26_E5","right"
"TP12",28.93,213.377,1.02902213070086,3.18100000000001,"eve","cauterized","2021-02-26_E5","right"
"TP13",31.56,212.174,1.02321072911493,1.97800000000001,"eve","cauterized","2021-02-26_E5","right"
"TP14",34.19,212.603,1.02527958487855,2.40700000000001,"eve","cauterized","2021-02-26_E5","right"
"TP15",36.82,212.432,1.02445493607766,2.23599999999999,"eve","cauterized","2021-02-26_E5","right"
"TP16",39.45,212.26,1.02359584697662,2.06399999999999,"eve","cauterized","2021-02-26_E5","right"
"TP17",42.08,212.689,1.02569432053279,2.49299999999999,"eve","cauterized","2021-02-26_E5","right"
"TP18",44.71,212.603,1.0252054239642,2.40700000000001,"eve","cauterized","2021-02-26_E5","right"
"TP19",47.34,212.346,1.02401550881051,2.15000000000001,"eve","cauterized","2021-02-26_E5","right"
"TP20",49.97,212.26,1.02359584697662,2.06399999999999,"eve","cauterized","2021-02-26_E5","right"
"TP01",0,210.196,1.01367669753086,0,"eve","cauterized","2021-02-26_E5","left"
"TP02",2.63,210.54,1.01534054465926,0.343999999999994,"eve","cauterized","2021-02-26_E5","left"
"TP03",5.26,210.626,1.01575528431368,0.430000000000007,"eve","cauterized","2021-02-26_E5","left"
"TP04",7.89,209.938,1.01243736707835,-0.25800000000001,"eve","cauterized","2021-02-26_E5","left"
"TP05",10.52,210.54,1.01534054465926,0.343999999999994,"eve","cauterized","2021-02-26_E5","left"
"TP06",13.15,211.228,1.01865354938272,1.03200000000001,"eve","cauterized","2021-02-26_E5","left"
"TP07",15.78,211.4,1.01948302469136,1.20400000000001,"eve","cauterized","2021-02-26_E5","left"
"TP08",18.41,211.228,1.01865846189459,1.03200000000001,"eve","cauterized","2021-02-26_E5","left"
"TP09",21.04,212.26,1.02363533774758,2.06399999999999,"eve","cauterized","2021-02-26_E5","left"
"TP10",23.67,211.916,1.02197637912991,1.72,"eve","cauterized","2021-02-26_E5","left"
"TP11",26.3,212.26,1.02363533774758,2.06399999999999,"eve","cauterized","2021-02-26_E5","left"
"TP12",28.93,211.744,1.02114689982108,1.548,"eve","cauterized","2021-02-26_E5","left"
"TP13",31.56,211.142,1.01822408047723,0.945999999999998,"eve","cauterized","2021-02-26_E5","left"
"TP14",34.19,211.4,1.01947810822672,1.20400000000001,"eve","cauterized","2021-02-26_E5","left"
"TP15",36.82,211.056,1.01781916560973,0.860000000000014,"eve","cauterized","2021-02-26_E5","left"
"TP16",39.45,212.432,1.02445493607766,2.23599999999999,"eve","cauterized","2021-02-26_E5","left"
"TP17",42.08,212.346,1.02404020042342,2.15000000000001,"eve","cauterized","2021-02-26_E5","left"
"TP18",44.71,214.753,1.03565796517151,4.55699999999999,"eve","cauterized","2021-02-26_E5","left"
"TP19",47.34,212.432,1.02445987654321,2.23599999999999,"eve","cauterized","2021-02-26_E5","left"
"TP20",49.97,212.603,1.02528452932099,2.40700000000001,"eve","cauterized","2021-02-26_E5","left"
"TP01",0,263.927,1.01824081111424,0,"eve","control","2021-02-25_E2","right"
"TP02",2.63,264.465,1.0203125,0.537999999999954,"eve","control","2021-02-25_E2","right"
"TP03",5.26,263.712,1.01741133260545,-0.215000000000032,"eve","control","2021-02-25_E2","right"
"TP04",7.89,263.82,1.01782800087963,-0.107000000000028,"eve","control","2021-02-25_E2","right"
"TP05",10.52,264.357,1.01989976813182,0.430000000000007,"eve","control","2021-02-25_E2","right"
"TP06",13.15,264.895,1.02197145061728,0.967999999999961,"eve","control","2021-02-25_E2","right"
"TP07",15.78,265.432,1.02404716067577,1.505,"eve","control","2021-02-25_E2","right"
"TP08",18.41,264.68,1.02114197530864,0.752999999999986,"eve","control","2021-02-25_E2","right"
"TP09",21.04,268.978,1.03770374799869,5.05099999999999,"eve","control","2021-02-25_E2","right"
"TP10",23.67,266.722,1.02902403172852,2.79499999999996,"eve","control","2021-02-25_E2","right"
"TP11",26.3,270.913,1.04518097854183,6.98599999999999,"eve","control","2021-02-25_E2","right"
"TP12",28.93,269.838,1.04104166666667,5.911,"eve","control","2021-02-25_E2","right"
"TP13",31.56,270.268,1.0427046400642,6.34099999999995,"eve","control","2021-02-25_E2","right"
"TP14",34.19,274.245,1.05804806345703,10.318,"eve","control","2021-02-25_E2","right"
"TP15",36.82,273.752,1.05613790070254,9.82499999999999,"eve","control","2021-02-25_E2","right"
"TP16",39.45,274.271,1.05814020779241,10.344,"eve","control","2021-02-25_E2","right"
"TP17",42.08,275.282,1.06203246104405,11.355,"eve","control","2021-02-25_E2","right"
"TP18",44.71,272.462,1.0511529573346,8.53499999999997,"eve","control","2021-02-25_E2","right"
"TP19",47.34,270.806,1.044727867537,6.87899999999996,"eve","control","2021-02-25_E2","right"
"TP20",49.97,268.871,1.03728294374766,4.94399999999996,"eve","control","2021-02-25_E2","right"
"TP01",0,265.754,1.02528944941917,0,"eve","control","2021-02-25_E2","left"
"TP02",2.63,267.689,1.03275475599829,1.935,"eve","control","2021-02-25_E2","left"
"TP03",5.26,266.722,1.02902403172852,0.967999999999961,"eve","control","2021-02-25_E2","left"
"TP04",7.89,266.399,1.02777788494554,0.644999999999982,"eve","control","2021-02-25_E2","left"
"TP05",10.52,267.044,1.03025439618521,1.28999999999996,"eve","control","2021-02-25_E2","left"
"TP06",13.15,266.937,1.02982172549352,1.18299999999999,"eve","control","2021-02-25_E2","left"
"TP07",15.78,267.151,1.03067117796613,1.39699999999999,"eve","control","2021-02-25_E2","left"
"TP08",18.41,266.614,1.02860339506173,0.859999999999957,"eve","control","2021-02-25_E2","left"
"TP09",21.04,270.483,1.04353411857299,4.72899999999998,"eve","control","2021-02-25_E2","left"
"TP10",23.67,268.334,1.03524319152466,2.57999999999998,"eve","control","2021-02-25_E2","left"
"TP11",26.3,274.245,1.05804806345703,8.49099999999999,"eve","control","2021-02-25_E2","left"
"TP12",28.93,277.146,1.06919898614631,11.392,"eve","control","2021-02-25_E2","left"
"TP13",31.56,272.203,1.05015779199235,6.44899999999996,"eve","control","2021-02-25_E2","left"
"TP14",34.19,273.062,1.05345961690554,7.30799999999999,"eve","control","2021-02-25_E2","left"
"TP15",36.82,276.287,1.06592206790123,10.533,"eve","control","2021-02-25_E2","left"
"TP16",39.45,270.698,1.04435956790123,4.94399999999996,"eve","control","2021-02-25_E2","left"
"TP17",42.08,270.483,1.04352204072499,4.72899999999998,"eve","control","2021-02-25_E2","left"
"TP18",44.71,268.011,1.03398906640021,2.25700000000001,"eve","control","2021-02-25_E2","left"
"TP19",47.34,268.871,1.03726293535793,3.11699999999996,"eve","control","2021-02-25_E2","left"
"TP20",49.97,271.558,1.04766938526709,5.80399999999997,"eve","control","2021-02-25_E2","left"
"TP01",0,210.798,1.01658476362251,0,"eve","control","2021-04-23_E5","right"
"TP02",2.63,210.626,1.01574548733851,-0.171999999999997,"eve","control","2021-04-23_E5","right"
"TP03",5.26,210.884,1.01696026850945,0.0859999999999843,"eve","control","2021-04-23_E5","right"
"TP04",7.89,210.97,1.01737989834399,0.171999999999997,"eve","control","2021-04-23_E5","right"
"TP05",10.52,211.744,1.02108780880644,0.945999999999998,"eve","control","2021-04-23_E5","right"
"TP06",13.15,212.174,1.02314658539643,1.376,"eve","control","2021-04-23_E5","right"
"TP07",15.78,213.979,1.03186559354972,3.18100000000001,"eve","control","2021-04-23_E5","right"
"TP08",18.41,214.581,1.0346987487041,3.78299999999999,"eve","control","2021-04-23_E5","right"
"TP09",21.04,214.839,1.03588786668981,4.041,"eve","control","2021-04-23_E5","right"
"TP10",23.67,214.151,1.03264024843043,3.35300000000001,"eve","control","2021-04-23_E5","right"
"TP11",26.3,217.418,1.04832301490868,6.62,"eve","control","2021-04-23_E5","right"
"TP12",28.93,216.988,1.04633545344514,6.19,"eve","control","2021-04-23_E5","right"
"TP13",31.56,218.192,1.05220720851056,7.39400000000001,"eve","control","2021-04-23_E5","right"
"TP14",34.19,221.373,1.06752149529105,10.575,"eve","control","2021-04-23_E5","right"
"TP15",36.82,222.491,1.07292314666127,11.693,"eve","control","2021-04-23_E5","right"
"TP16",39.45,220.599,1.06374801691589,9.80099999999999,"eve","control","2021-04-23_E5","right"
"TP17",42.08,218.536,1.05385086488337,7.738,"eve","control","2021-04-23_E5","right"
"TP18",44.71,218.536,1.05386611112719,7.738,"eve","control","2021-04-23_E5","right"
"TP19",47.34,218.364,1.0529706479441,7.566,"eve","control","2021-04-23_E5","right"
"TP20",49.97,219.224,1.05716862211806,8.42599999999999,"eve","control","2021-04-23_E5","right"
"TP01",0,209.766,1.01160788776952,0,"eve","control","2021-04-23_E5","left"
"TP02",2.63,210.368,1.01450128037577,0.602000000000004,"eve","control","2021-04-23_E5","left"
"TP03",5.26,210.97,1.01739461716893,1.20400000000001,"eve","control","2021-04-23_E5","left"
"TP04",7.89,210.024,1.01284233775879,0.25800000000001,"eve","control","2021-04-23_E5","left"
"TP05",10.52,211.056,1.01781916560973,1.29000000000002,"eve","control","2021-04-23_E5","left"
"TP06",13.15,210.798,1.01655044703568,1.03200000000001,"eve","control","2021-04-23_E5","left"
"TP07",15.78,211.4,1.01944861043464,1.63400000000001,"eve","control","2021-04-23_E5","left"
"TP08",18.41,210.884,1.01698969430124,1.11799999999999,"eve","control","2021-04-23_E5","left"
"TP09",21.04,212.002,1.02237139701875,2.23600000000002,"eve","control","2021-04-23_E5","left"
"TP10",23.67,212.26,1.02362546476917,2.494,"eve","control","2021-04-23_E5","left"
"TP11",26.3,212.432,1.02446481705641,2.666,"eve","control","2021-04-23_E5","left"
"TP12",28.93,211.4,1.01948302469136,1.63400000000001,"eve","control","2021-04-23_E5","left"
"TP13",31.56,211.314,1.01906337257247,1.548,"eve","control","2021-04-23_E5","left"
"TP14",34.19,211.572,1.02031742051225,1.80600000000001,"eve","control","2021-04-23_E5","left"
"TP15",36.82,212.26,1.02363533774758,2.494,"eve","control","2021-04-23_E5","left"
"TP16",39.45,213.979,1.03192033179012,4.21300000000002,"eve","control","2021-04-23_E5","left"
"TP17",42.08,212.518,1.02487955671083,2.75200000000001,"eve","control","2021-04-23_E5","left"
"TP18",44.71,212.775,1.02611400462963,3.00900000000001,"eve","control","2021-04-23_E5","left"
"TP19",47.34,213.807,1.03109582897294,4.041,"eve","control","2021-04-23_E5","left"
"TP20",49.97,211.486,1.01988300709384,1.72,"eve","control","2021-04-23_E5","left"
"TP01",0,211.314,1.01902405856227,0,"eve","control","2021-04-23_E6","right"
"TP02",2.63,211.228,1.01857495563614,-0.0859999999999843,"eve","control","2021-04-23_E6","right"
"TP03",5.26,210.712,1.01611122095182,-0.602000000000004,"eve","control","2021-04-23_E6","right"
"TP04",7.89,211.658,1.02065832746632,0.343999999999994,"eve","control","2021-04-23_E6","right"
"TP05",10.52,211.916,1.02186303536469,0.602000000000004,"eve","control","2021-04-23_E6","right"
"TP06",13.15,211.916,1.02191724011554,0.602000000000004,"eve","control","2021-04-23_E6","right"
"TP07",15.78,211.314,1.01903880096062,0,"eve","control","2021-04-23_E6","right"
"TP08",18.41,211.916,1.02193695235983,0.602000000000004,"eve","control","2021-04-23_E6","right"
"TP09",21.04,215.441,1.03887568172284,4.12700000000001,"eve","control","2021-04-23_E6","right"
"TP10",23.67,219.482,1.05840257316597,8.16800000000001,"eve","control","2021-04-23_E6","right"
"TP11",26.3,217.418,1.04832301490868,6.10400000000001,"eve","control","2021-04-23_E6","right"
"TP12",28.93,220.069,1.06110532507859,8.755,"eve","control","2021-04-23_E6","right"
"TP13",31.56,216.472,1.04359563995391,5.15800000000002,"eve","control","2021-04-23_E6","right"
"TP14",34.19,217.762,1.04959705406031,6.44800000000001,"eve","control","2021-04-23_E6","right"
"TP15",36.82,215.613,1.03963489606689,4.29900000000001,"eve","control","2021-04-23_E6","right"
"TP16",39.45,217.16,1.04705882352941,5.846,"eve","control","2021-04-23_E6","right"
"TP17",42.08,218.536,1.05372891081184,7.22200000000001,"eve","control","2021-04-23_E6","right"
"TP18",44.71,215.699,1.04015990664075,4.38500000000002,"eve","control","2021-04-23_E6","right"
"TP19",47.34,215.699,1.0401950193862,4.38500000000002,"eve","control","2021-04-23_E6","right"
"TP20",49.97,216.129,1.04225861520211,4.815,"eve","control","2021-04-23_E6","right"
"TP01",0,209.852,1.0120128664503,0,"eve","control","2021-04-23_E6","left"
"TP02",2.63,210.282,1.01408654472152,0.430000000000007,"eve","control","2021-04-23_E6","left"
"TP03",5.26,210.626,1.01572099572736,0.774000000000001,"eve","control","2021-04-23_E6","left"
"TP04",7.89,210.97,1.01739461716893,1.11799999999999,"eve","control","2021-04-23_E6","left"
"TP05",10.52,211.228,1.01865354938272,1.376,"eve","control","2021-04-23_E6","left"
"TP06",13.15,212.775,1.02611895311995,2.923,"eve","control","2021-04-23_E6","left"
"TP07",15.78,214.323,1.03357928240741,4.471,"eve","control","2021-04-23_E6","left"
"TP08",18.41,213.635,1.03026138117284,3.78299999999999,"eve","control","2021-04-23_E6","left"
"TP09",21.04,216.902,1.04599641210625,7.04999999999998,"eve","control","2021-04-23_E6","left"
"TP10",23.67,216.129,1.04229379964217,6.27699999999999,"eve","control","2021-04-23_E6","left"
"TP11",26.3,217.074,1.04684606481481,7.22200000000001,"eve","control","2021-04-23_E6","left"
"TP12",28.93,215.957,1.04145427539412,6.10499999999999,"eve","control","2021-04-23_E6","left"
"TP13",31.56,215.097,1.03731692378918,5.245,"eve","control","2021-04-23_E6","left"
"TP14",34.19,214.151,1.03274482665496,4.29900000000001,"eve","control","2021-04-23_E6","left"
"TP15",36.82,213.979,1.03191535534647,4.12700000000001,"eve","control","2021-04-23_E6","left"
"TP16",39.45,213.377,1.02898739426907,3.52500000000001,"eve","control","2021-04-23_E6","left"
"TP17",42.08,212.088,1.02279599346068,2.23599999999999,"eve","control","2021-04-23_E6","left"
"TP18",44.71,212.174,1.02321072911493,2.322,"eve","control","2021-04-23_E6","left"
"TP19",47.34,213.463,1.0294120483787,3.61099999999999,"eve","control","2021-04-23_E6","left"
"TP20",49.97,211.916,1.02196652215219,2.06399999999999,"eve","control","2021-04-23_E6","left"
