 	Label	X	Y	Slice
1	3D_btd-gap_z3_t55s_E6.tif:0046-0219-0964:46	43	100	22
2	3D_btd-gap_z3_t55s_E6.tif:0046-0219-0964:46	507	91	22
3	3D_btd-gap_z3_t55s_E6.tif:0046-0219-0964:46	338	25	40
4	3D_btd-gap_z3_t55s_E6.tif:0046-0219-0964:46	300	30	46
