 	Label	X	Y	Slice
1	3D_btd-gap2_z3_t55s_E7.tif:0056-0237-0946:55	21	102	26
2	3D_btd-gap2_z3_t55s_E7.tif:0056-0237-0946:55	520	90	26
3	3D_btd-gap2_z3_t55s_E7.tif:0056-0237-0946:55	354	34	47
4	3D_btd-gap2_z3_t55s_E7.tif:0056-0237-0946:55	300	33	56
