 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E1.tif:0086-0209-0971:85	11	94	50
2	3D_eve-Gap_1_t45s_z3_E1.tif:0086-0209-0971:85	525	88	50
3	3D_eve-Gap_1_t45s_z3_E1.tif:0086-0209-0971:85	488	41	68
4	3D_eve-Gap_1_t45s_z3_E1.tif:0086-0209-0971:85	365	21	86
