 	Label	X	Y	Slice
1	3D_btd-gap2_z3_t55s_E12.tif:0072-0219-0979:71	24	98	47
2	3D_btd-gap2_z3_t55s_E12.tif:0072-0219-0979:71	535	95	47
3	3D_btd-gap2_z3_t55s_E12.tif:0072-0219-0979:71	470	40	56
4	3D_btd-gap2_z3_t55s_E12.tif:0072-0219-0979:71	328	27	72
