 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E11.tif:0096-0203-0962:95	8	93	49
2	3D_eve-Gap_1_t45s_z3_E11.tif:0096-0203-0962:95	523	87	49
3	3D_eve-Gap_1_t45s_z3_E11.tif:0096-0203-0962:95	378	20	81
4	3D_eve-Gap_1_t45s_z3_E11.tif:0096-0203-0962:95	309	19	96
