 	Label	X	Y	Slice
1	3D_eve-Gap_1_E13.tif:0042-0206-0963:41	4	96	13
2	3D_eve-Gap_1_E13.tif:0042-0206-0963:41	525	84	13
3	3D_eve-Gap_1_E13.tif:0042-0206-0963:41	351	17	35
4	3D_eve-Gap_1_E13.tif:0042-0206-0963:41	313	17	42
