 	Label	X	Y	Slice
1	3D_eve-Gap1_t60s_z3_E11.tif:0051-0229-0963:50	14	106	26
2	3D_eve-Gap1_t60s_z3_E11.tif:0051-0229-0963:50	518	97	26
3	3D_eve-Gap1_t60s_z3_E11.tif:0051-0229-0963:50	495	54	36
4	3D_eve-Gap1_t60s_z3_E11.tif:0051-0229-0963:50	356	20	51
