 	Label	X	Y	Slice
1	3D_rgap_1b_z3_t60s_E15.tif:0081-0249-0998:80	31	96	48
2	3D_rgap_1b_z3_t60s_E15.tif:0081-0249-0998:80	539	94	48
3	3D_rgap_1b_z3_t60s_E15.tif:0081-0249-0998:80	494	46	58
4	3D_rgap_1b_z3_t60s_E15.tif:0081-0249-0998:80	328	52	81
