 	Label	X	Y	Slice
1	3D_prd-Gap_1_t60s_E10.tif:0067-0287-0998:66	44	111	46
2	3D_prd-Gap_1_t60s_E10.tif:0067-0287-0998:66	526	108	46
3	3D_prd-Gap_1_t60s_E10.tif:0067-0287-0998:66	439	61	55
4	3D_prd-Gap_1_t60s_E10.tif:0067-0287-0998:66	316	52	67
