 	Label	X	Y	Slice
1	3D_prd-Gap_1_t60s_E2.tif:0078-0233-0990:77	38	99	53
2	3D_prd-Gap_1_t60s_E2.tif:0078-0233-0990:77	527	97	53
3	3D_prd-Gap_1_t60s_E2.tif:0078-0233-0990:77	391	36	72
4	3D_prd-Gap_1_t60s_E2.tif:0078-0233-0990:77	339	34	78
