 	Label	X	Y	Slice
1	3D_btd-gap_z3_t55s_E8.tif:0063-0247-0948:63	17	109	29
2	3D_btd-gap_z3_t55s_E8.tif:0063-0247-0948:63	524	88	29
3	3D_btd-gap_z3_t55s_E8.tif:0063-0247-0948:63	334	32	57
4	3D_btd-gap_z3_t55s_E8.tif:0063-0247-0948:63	318	33	63
