 	Label	X	Y	Slice
1	3D_btd-hisgap1_E7.tif:0066-0221-0988:66	39	96	30
2	3D_btd-hisgap1_E7.tif:0066-0221-0988:66	525	91	30
3	3D_btd-hisgap1_E7.tif:0066-0221-0988:66	492	48	40
4	3D_btd-hisgap1_E7.tif:0066-0221-0988:66	311	30	66
