 	Label	X	Y	Slice
1	3D_btd-hisgap1_E8.tif:0115-0209-0952:115	35	88	80
2	3D_btd-hisgap1_E8.tif:0115-0209-0952:115	509	88	80
3	3D_btd-hisgap1_E8.tif:0115-0209-0952:115	321	31	107
4	3D_btd-hisgap1_E8.tif:0115-0209-0952:115	289	38	115
