,Time,Angle,Tortuosity,Angle Diference
0,0,73.38714512212043,1.073210915824548,0.0
1,1,73.54651392602433,1.071520412253107,0.1593688039039023
2,2,73.4497847869986,1.075585456698064,0.0626396648781764
3,3,71.25079172333467,1.085433173688486,-2.136353398785758
4,4,69.4471641597769,1.079268751500763,-3.939980962343526
5,5,67.72495928131487,1.080771598252091,-5.662185840805563
6,6,67.17442554364433,1.080400705743553,-6.212719578476097
7,7,67.73267739507699,1.081069181560209,-5.654467727043439
8,8,65.83543525875504,1.080175533223202,-7.551709863365389
9,9,64.7304404246412,1.08045700021959,-8.656704697479228
10,10,64.59228618829935,1.079628214299736,-8.794858933821075
11,11,62.481477697009446,1.075897383926074,-10.905667425110984
12,12,61.26868881741447,1.080039342295595,-12.118456304705958
13,13,58.913871818025854,1.072510904998858,-14.473273304094576
14,14,57.045685306433136,1.082955895902313,-16.341459815687294
15,15,55.84005788018292,1.069335609073612,-17.54708724193751
16,16,54.40559521107518,1.074795793438078,-18.98154991104525
17,17,52.475185676143646,1.10154915288827,-20.911959445976784
18,18,50.69007134033121,1.106356463894576,-22.69707378178922
19,19,49.17699660897121,1.099643013651487,-24.21014851314922
20,20,49.93323856896961,1.099365393385158,-23.453906553150823
21,21,51.00478596671789,1.092639909299032,-22.38235915540254
22,22,52.269624302882946,1.097539954238353,-21.117520819237484
23,23,53.67794442294246,1.108993802553288,-19.70920069917797
24,24,54.05635739352868,1.116339552026891,-19.33078772859175
25,25,54.806223371936866,1.107694301675866,-18.580921750183563
26,26,55.44145828550473,1.114699152193803,-17.9456868366157
27,27,55.48463874143755,1.125001640620335,-17.90250638068288
28,28,56.96662586679024,1.1290267629982211,-16.42051925533019
29,29,55.58286710698609,1.129749448346735,-17.804278015134336
30,30,55.969957832912804,1.136632844584577,-17.417187289207625
31,31,55.13624103715895,1.127601288727702,-18.250904084961476
32,32,55.96495813444036,1.1267081439736,-17.42218698768007
33,33,54.91032570017161,1.136081090529555,-18.476819421948818
34,34,57.086034648954985,1.130884379006298,-16.301110473165444
35,35,57.81567985232535,1.131674858238853,-15.571465269795077
36,36,60.4259800776183,1.132237087964322,-12.961165044502131
