,Time,Angle,Tortuosity,Angle Diference
0,0,80.69631496805866,1.044928741621589,0.0
1,1,80.69852794934974,1.051749889141059,0.002212981291080496
2,2,79.193318180819,1.053160228342191,-1.5029967872396526
3,3,78.28969098381549,1.057672237502903,-2.4066239842431685
4,4,76.22249325037612,1.065565502975701,-4.47382171768254
5,5,74.06880483147687,1.071020342582954,-6.62751013658179
6,6,73.61515732718296,1.070988338865866,-7.081157640875702
7,7,70.59023729851356,1.078006976459988,-10.106077669545101
8,8,70.27099425670717,1.078032491170653,-10.425320711351489
9,9,68.59135511715264,1.080461638293282,-12.104959850906013
10,10,66.90683922253075,1.080845276741873,-13.78947574552791
11,11,66.04527916062534,1.080610616647115,-14.651035807433317
12,12,64.5848959236174,1.080862330309316,-16.111419044441263
13,13,63.01543456556436,1.081666798060214,-17.680880402494296
14,14,61.16961009331426,1.088159585692364,-19.526704874744397
15,15,59.997870650631064,1.078025469701166,-20.698444317427594
16,16,58.92081129022259,1.078968491068782,-21.77550367783607
17,17,58.37072834503727,1.071601027567835,-22.325586623021387
18,18,57.43267699461689,1.065245702803341,-23.263637973441767
19,19,57.269131530035516,1.070310135308748,-23.427183438023143
20,20,57.38656638753013,1.067882866865384,-23.309748580528527
21,21,58.077761040967914,1.073789759615216,-22.618553927090744
22,22,58.83792694464448,1.072404509459959,-21.85838802341418
