,Time,Angle,Tortuosity,Angle Diference
0,0,75.74950265035274,1.065196704649262,0.0
1,1,74.49868327745912,1.072089647937062,-1.2508193728936163
2,2,73.6584470661425,1.072810399616516,-2.0910555842102383
3,3,72.18105665810123,1.076393997704163,-3.5684459922515117
4,4,71.20558953140753,1.077639888627088,-4.543913118945213
5,5,68.5061348468784,1.080728138096176,-7.243367803474342
6,6,67.74580501866176,1.080942611655627,-8.003697631690983
7,7,66.2234924564493,1.080556722883935,-9.526010193903431
8,8,65.21830034648771,1.079640813698069,-10.53120230386503
9,9,64.0245130531637,1.07833456175858,-11.724989597189037
10,10,64.68876944051496,1.081493788107683,-11.060733209837778
11,11,64.58901452768691,1.0840817568727341,-11.160488122665825
12,12,62.26917492703794,1.07560068011767,-13.480327723314801
13,13,60.985386231020684,1.0864853935874441,-14.764116419332055
14,14,60.85640493873416,1.081725432069541,-14.89309771161858
15,15,60.75315979924025,1.087910596536275,-14.996342851112487
16,16,60.52684148109188,1.074014750363567,-15.22266116926086
17,17,61.454319698677075,1.076879739054139,-14.295182951675663
18,18,61.333766859826355,1.080339164103273,-14.415735790526384
