,Time,Angle,Tortuosity,Angle Diference
0,0,74.81755748905034,1.065182885611778,0.0
1,1,70.87274758296363,1.074919247923836,-3.944809906086718
2,2,73.07799026971814,1.072763478238435,-1.7395672193322014
3,3,73.705390956308,1.07318438946754,-1.11216653274235
4,4,73.02712585096906,1.073862922630723,-1.7904316380812872
5,5,75.05845143088753,1.069210669677888,0.24089394183718582
6,6,73.40040251929942,1.075619866573369,-1.417154969750925
7,7,70.16684070205365,1.079313981261455,-4.650716786996696
8,8,67.7274591305511,1.08038943862161,-7.090098358499247
9,9,65.49596802681623,1.080878226680385,-9.321589462234115
10,10,63.919082253135386,1.080238069757862,-10.898475235914958
11,11,63.77063492171433,1.079244358251486,-11.046922567336011
12,12,62.69617103319045,1.078756679528505,-12.121386455859891
13,13,62.292097041892504,1.076153708418676,-12.52546044715784
14,14,61.079192049081634,1.075039258080891,-13.73836543996871
15,15,58.908032006285495,1.06261407418887,-15.909525482764849
16,16,57.59837055369223,1.059466268361286,-17.219186935358117
17,17,56.542283289130275,1.058668394396761,-18.27527419992007
18,18,54.517401992693706,1.052552609754206,-20.300155496356638
19,19,54.41503794760273,1.051439264721904,-20.402519541447617
20,20,55.21988011864035,1.052653738269354,-19.597677370409997
21,21,56.31838627304267,1.059796258430101,-18.499171216007674
22,22,57.82145819236318,1.061885493774381,-16.996099296687163
23,23,59.096360812270255,1.066143018547547,-15.721196676780089
24,24,59.160072816848135,1.069269810481273,-15.657484672202209
25,25,59.66220100387079,1.067959161431958,-15.155356485179553
26,26,60.56222869118171,1.070992081780134,-14.255328797868636
27,27,61.61162578545164,1.072803438691642,-13.2059317035987
28,28,61.82176338545625,1.072726593682549,-12.995794103594093
29,29,61.968557811098165,1.071742684798383,-12.848999677952179
30,30,60.766963611552846,1.07300862344401,-14.050593877497498
31,31,60.25750663155076,1.06736090806564,-14.560050857499583
32,32,61.313242141370466,1.070383936943979,-13.504315347679878
33,33,60.326491542167894,1.06857221908673,-14.49106594688245
