,Time,Angle,Tortuosity,Angle Diference
0,0,68.35108272252994,1.078195769460927,0.0
1,1,71.28802991468957,1.077340049457698,2.9369471921596357
2,2,71.89541131682213,1.075585456698064,3.544328594292196
3,3,72.23132002020336,1.076266323512,3.8802372976734176
4,4,71.80897527287561,1.075974886005078,3.457892550345676
5,5,72.40027840970195,1.074185975259538,4.049195687172016
6,6,71.83159002921752,1.074914568301823,3.480507306687585
7,7,71.02398846175522,1.076940428859632,2.6729057392252855
8,8,69.82892392305644,1.0792464001229929,1.4778412005264983
9,9,69.48600744558676,1.079179139430189,1.1349247230568267
10,10,67.6104989712038,1.081133924814787,-0.7405837513261417
11,11,67.09423912278838,1.081251231854941,-1.2568435997415577
12,12,64.59023030135918,1.079292209266548,-3.7608524211707532
13,13,64.19122431042537,1.087808867435991,-4.159858412104569
14,14,61.91232486366145,1.096403800274081,-6.438757858868485
15,15,60.14545054802753,1.106287091398241,-8.205632174502405
16,16,59.47023853724758,1.129398601847485,-8.880844185282356
17,17,57.677457314091804,1.139357278890746,-10.673625408438134
