,Time,Angle,Tortuosity,Angle Diference
0,0,70.24409697175565,1.0752952042536439,0.0
1,1,70.87812294184043,1.076413318288489,0.6340259700847781
2,2,71.12648228044043,1.077209191108529,0.8823853086847748
3,3,70.43558132513697,1.077457013184552,0.19148435338131264
4,4,69.1509730064193,1.0788533368502,-1.0931239653363463
5,5,68.28892117089366,1.080275244461105,-1.9551758008619942
6,6,67.7857001536038,1.080612722959885,-2.4583968181518543
7,7,66.24260332574701,1.080647364187307,-4.00149364600864
8,8,64.76360782325078,1.080308779728583,-5.480489148504873
9,9,63.15272136788162,1.079687681902495,-7.0913756038740345
10,10,62.30303900494286,1.07893082619424,-7.941057966812792
11,11,61.716489679778846,1.073216007598614,-8.527607291976807
12,12,60.290674030160346,1.07574771855977,-9.953422941595306
13,13,59.67577258975161,1.072459664870366,-10.568324382004043
14,14,59.57468579003542,1.074550810447538,-10.669411181720236
15,15,59.87970154780068,1.066691151352469,-10.364395423954974
16,16,58.72359640812764,1.070497239112551,-11.520500563628012
17,17,58.4959257125236,1.065082544780395,-11.748171259232052
18,18,59.32050030007339,1.069088924747533,-10.923596671682262
