,Time,Angle,Tortuosity,Angle Diference
0,0,62.54331822975474,1.066303645048335,0.0
1,1,65.6060092045343,1.07109096415655,3.0626909747795636
2,2,57.48742096081454,1.057785365147814,-5.0558972689402
3,3,58.366582420211074,1.061689547066699,-4.176735809543665
4,4,57.92816623776629,1.058140058492368,-4.615151991988448
5,4,83.59323042149285,1.061757320634354,21.04991219173811
6,5,58.7772680346256,1.062465090997099,-3.7660501951291394
7,5,47.52940130190781,1.045812781862683,-15.013916927846928
8,5,79.78064614754841,1.074064862627468,17.23732791779367
9,6,63.810864735925705,1.067627546332273,1.2675465061709659
10,6,45.69705962307932,1.049732200846213,-16.84625860667542
11,6,75.02721014562388,1.10138722960614,12.483891915869144
12,7,67.16323086359469,1.066460796872312,4.619912633839952
13,7,73.3826645180249,1.122463193767244,10.839346288270157
14,7,45.40803333816106,1.081177373934122,-17.135284891593678
15,8,73.16041016243268,1.105221165345016,10.617091932677944
16,8,47.262791697845536,1.109648165605715,-15.280526531909203
17,9,71.08377310756035,1.092887184980812,8.540454877805608
18,9,46.48085798128413,1.126034378557472,-16.062460248470607
19,9,35.31790416032794,1.087571654759991,-27.225414069426797
20,10,68.94084906679304,1.092539898659273,6.397530837038296
21,10,44.96315579676145,1.111481825853537,-17.58016243299329
22,10,33.96797874257745,1.055534785497648,-28.57533948717729
23,11,70.39885539796981,1.074803622621233,7.855537168215072
24,11,45.35612731556355,1.089223900767736,-17.18719091419119
25,11,27.357065965678792,1.073086968059,-35.18625226407595
26,12,73.05760215504564,1.081997699925652,10.514283925290904
27,12,47.49230312943089,1.058971365222563,-15.051015100323852
28,12,27.804597035570954,1.071082061033862,-34.73872119418378
29,13,73.33987338287477,1.087622479408243,10.796555153120032
30,13,47.65825623569469,1.070530454745659,-14.885061994060052
31,13,27.406883657937573,1.072025017345483,-35.13643457181716
32,14,74.18572400968914,1.074000988835603,11.6424057799344
33,14,48.83181933888628,1.069203993884088,-13.711498890868462
34,15,73.52967067953108,1.071931723856028,10.98635244977634
35,15,53.959976594150625,1.073227100774275,-8.583341635604114
