"LABEL","ID","TRACK_ID","QUALITY","POSITION_X","POSITION_Y","POSITION_Z","POSITION_T","FRAME","RADIUS","VISIBILITY","DATASET","CONDITION","SAMPLE"
"ID2852990",2852990,"1",-1,61.7166719566671,67.703974057166,0,233.4933802,449,5,1,"Lateral10S","ablated","ablated3"
"ID2852992",2852992,"1",-1,61.5706401981184,68.1420693328123,0,259.4948702,499,5,1,"Lateral10S","ablated","ablated3"
"ID2853064",2853064,"1",-1,60.8404814053746,71.573815658708,0,285.4963602,549,5,1,"Lateral10S","ablated","ablated3"
"ID2853061",2853061,"1",-1,60.0738146729937,73.3261967612931,0,311.4978502,599,5,1,"Lateral10S","ablated","ablated3"
"ID2852998",2852998,"1",-1,59.9642908540821,74.1293714333112,0,337.4993402,649,5,1,"Lateral10S","ablated","ablated3"
"ID2853000",2853000,"1",-1,59.2341320613383,76.1738160529938,0,363.5008302,699,5,1,"Lateral10S","ablated","ablated3"
"ID2853002",2853002,"1",-1,58.9420685442408,76.9039748457375,0,389.5023202,749,5,1,"Lateral10S","ablated","ablated3"
"ID2853004",2853004,"1",-1,58.7960367856921,77.7801653970301,0,415.5038102,799,5,1,"Lateral10S","ablated","ablated3"
"ID2853009",2853009,"1",-1,58.7960367856921,79.2404829825176,0,441.5053002,849,5,1,"Lateral10S","ablated","ablated3"
"ID2853011",2853011,"1",-1,58.6500050271433,79.6785782581639,0,460.226373,885,5,1,"Lateral10S","ablated","ablated3"
