"Embryo","Stock","Genotype","View","Side","Fold","Position","Type"
"eve-Gap1_t60s_z3_E12","eve","homozygote","lateral","left",TRUE,"post","EF"
"eve-Gap_1_E13","eve","homozygote","lateral","left",TRUE,"post","EF"
"eve-gap_dorsal_2_z3_t53s_E4","eve","homozygote","dorsal","left",TRUE,"post","EF"
"eve-gap_dorsal_2_z3_t53s_E4","eve","homozygote","dorsal","right",TRUE,"post","EF"
"eve-gap_dorsal_1_z3_t52s_E9","eve","homozygote","dorsal","right",TRUE,"post","EF"
"eve-gap_dorsal_1_z3_t52s_E13","eve","homozygote","dorsal","right",TRUE,"post","EF"
"eve-gap_dorsal_2_z3_t53s_E14","eve","homozygote","dorsal","left",TRUE,"post","EF"
"eve-gap_dorsal_2_z3_t53s_E14","eve","homozygote","dorsal","right",TRUE,"post","EF"
"prd-Gap_1_t60s_E2","prd","heterozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E3","prd","heterozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E5","prd","heterozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E8","prd","heterozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E11","prd","heterozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E1","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E2","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E3","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E5","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E6","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E7","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E8","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E11","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E15","prd","heterozygote","lateral","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E1","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E1","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E3","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E3","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E4","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E4","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E5","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E5","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E8","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E8","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E9","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E9","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E9","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E9","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E10","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E10","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E10","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E10","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E12","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E12","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E13","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E13","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E13","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E13","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E14","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E14","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E15","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E15","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E15","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E15","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E18","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E18","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E19","prd","heterozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E19","prd","heterozygote","dorsal","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E2","prd","heterozygote","lateral","left",TRUE,"post","EF"
"prd-Gap_1_t60s_E11","prd","heterozygote","lateral","left",TRUE,"post","EF"
"prd-gap_dorsal_1_z3_t41s_E3","prd","heterozygote","dorsal","left",TRUE,"post","EF"
"prd-gap_1_z3_t52s_E13","prd","heterozygote","dorsal","left",TRUE,"post","EF"
"prd-Gap_1_t60s_E4","prd","homozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E9","prd","homozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E10","prd","homozygote","lateral","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E12","prd","homozygote","lateral","left",TRUE,"ant","EF"
"prd-gap_1_z3_t52s_E12","prd","homozygote","dorsal","right",TRUE,"ant","EF"
"prd-gap_1_z3_t52s_E12","prd","homozygote","dorsal","left",TRUE,"ant","EF"
"prd-Gap_1_t60s_E10","prd","homozygote","lateral","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E4","prd","homozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E4","prd","homozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E6","prd","homozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E6","prd","homozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E7","prd","homozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E7","prd","homozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E12","prd","homozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E14","prd","homozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_dorsal_1_z3_t41s_E14","prd","homozygote","dorsal","left",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E17","prd","homozygote","dorsal","right",TRUE,"mid","CF"
"prd-gap_1_z3_t52s_E17","prd","homozygote","dorsal","left",TRUE,"mid","CF"
"prd-Gap_1_t60s_E4","prd","homozygote","lateral","left",TRUE,"mid","EF"
"prd-Gap_1_t60s_E9","prd","homozygote","lateral","left",TRUE,"mid","EF"
"prd-Gap_1_t60s_E12","prd","homozygote","lateral","left",TRUE,"mid","EF"
"prd-Gap_1_t60s_E16","prd","homozygote","lateral","left",TRUE,"mid","EF"
"prd-gap_dorsal_1_z3_t41s_E5","prd","homozygote","dorsal","right",TRUE,"mid","EF"
"prd-gap_dorsal_1_z3_t41s_E5","prd","homozygote","dorsal","left",TRUE,"mid","EF"
"prd-gap_1_z3_t52s_E11","prd","homozygote","dorsal","right",TRUE,"mid","EF"
"prd-gap_1_z3_t52s_E11","prd","homozygote","dorsal","left",TRUE,"mid","EF"
"prd-gap_1_z3_t52s_E12","prd","homozygote","dorsal","left",TRUE,"mid","EF"
"prd-gap_1_z3_t52s_E16","prd","homozygote","dorsal","right",TRUE,"mid","EF"
"prd-gap_1_z3_t52s_E16","prd","homozygote","dorsal","left",TRUE,"mid","EF"
"prd-Gap_1_t60s_E4","prd","homozygote","lateral","left",TRUE,"post","EF"
"prd-Gap_1_t60s_E9","prd","homozygote","lateral","left",TRUE,"post","EF"
"prd-gap_dorsal_1_z3_t41s_E5","prd","homozygote","dorsal","right",TRUE,"post","EF"
"prd-gap_dorsal_1_z3_t41s_E5","prd","homozygote","dorsal","left",TRUE,"post","EF"
"prd-gap_dorsal_1_z3_t41s_E6","prd","homozygote","dorsal","left",TRUE,"post","EF"
"prd-gap_1_z3_t52s_E11","prd","homozygote","dorsal","left",TRUE,"post","EF"
"prd-gap_1_z3_t52s_E12","prd","homozygote","dorsal","right",TRUE,"post","EF"
"prd-gap_1_z3_t52s_E12","prd","homozygote","dorsal","left",TRUE,"post","EF"
"prd-gap_1_z3_t52s_E16","prd","homozygote","dorsal","right",TRUE,"post","EF"
"Gap,stg[2]_green_1_z3_t52_E7","stg","heterozygote","lateral","left",TRUE,"ant","EF"
"Gap,stg[2]_green_1_z3_t52_E1","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E2","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E3","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E4","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E4","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E5","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E6","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E7","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E7","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E8","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E8","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E9","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E10","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E10","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E11","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E12","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E13","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E13","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E14","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E15","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E15","stg","heterozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E1","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E1","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E2","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E2","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E3","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E3","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E5","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E5","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E7","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E7","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E8","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E8","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E9","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E9","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E11","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E11","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E12","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E12","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E13","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E13","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E15","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E15","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E16","stg","heterozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E16","stg","heterozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E6","stg","heterozygote","lateral","left",TRUE,"post","EF"
"Gap,stg[2]_2_z3_t50s_E7","stg","heterozygote","lateral","left",TRUE,"post","EF"
"Gap,stg[2]_green_1_z3_t52_E11","stg","heterozygote","lateral","left",TRUE,"post","EF"
"Gap,stg[2]_2_z3_t50s_E13","stg","heterozygote","lateral","left",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E3","stg","heterozygote","dorsal","left",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E8","stg","heterozygote","dorsal","right",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E8","stg","heterozygote","dorsal","left",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E9","stg","heterozygote","dorsal","right",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E11","stg","heterozygote","dorsal","right",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E12","stg","heterozygote","dorsal","left",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E13","stg","heterozygote","dorsal","left",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E16","stg","heterozygote","dorsal","left",TRUE,"post","EF"
"Gap,stg[2]_2_z3_t50s_E1","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E2","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E3","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E9","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E11","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E12","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E14","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_green_1_z3_t52_E16","stg","homozygote","lateral","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E4","stg","homozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E4","stg","homozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E6","stg","homozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E6","stg","homozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E10","stg","homozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E10","stg","homozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E14","stg","homozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E14","stg","homozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E17","stg","homozygote","dorsal","left",TRUE,"mid","CF"
"Gap,stg[2]_dorsal_1_z3_t60_E17","stg","homozygote","dorsal","right",TRUE,"mid","CF"
"Gap,stg[2]_2_z3_t50s_E1","stg","homozygote","lateral","left",TRUE,"post","EF"
"Gap,stg[2]_2_z3_t50s_E2","stg","homozygote","lateral","left",TRUE,"post","EF"
"Gap,stg[2]_dorsal_1_z3_t60_E4","stg","homozygote","dorsal","right",TRUE,"post","EF"
"btd-gap-stg_4_z3_t59s_E1","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_7_z3_60s_E2","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E3","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_3_z3_t53s_E3","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E4","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_7_z3_60s_E5","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E6","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_1_z3_t45s_E8","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E11","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_3_z3_t53s_E12","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E13","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_3_z3_t53s_E13","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E14","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_3_z3_t53s_E14","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E16","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_7_z3_60s_E17","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_7_z3_60s_E19","btd-stg","double heterozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_4_z3_t59s_E1","btd-stg","double heterozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_7_z3_60s_E2","btd-stg","double heterozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_3_z3_t53s_E3","btd-stg","double heterozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_7_z3_60s_E19","btd-stg","double heterozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_1_z3_t45s_E3","btd-stg","btd homozygote","lateral","left",TRUE,"ant","EF"
"btd-gap-stg_4_z3_t59s_E7","btd-stg","btd homozygote","lateral","left",TRUE,"ant","EF"
"btd-gap-stg_4_z3_t59s_E10","btd-stg","btd homozygote","lateral","left",TRUE,"ant","EF"
"btd-gap-stg_3_z3_t53s_E11","btd-stg","btd homozygote","lateral","left",TRUE,"ant","EF"
"btd-gap-stg_1_z3_t45s_E12","btd-stg","btd homozygote","lateral","left",TRUE,"ant","EF"
"btd-gap-stg_1_z3_t45s_E3","btd-stg","btd homozygote","lateral","left",TRUE,"mid","EF"
"btd-gap-stg_4_z3_t59s_E8","btd-stg","btd homozygote","lateral","left",TRUE,"mid","EF"
"btd-gap-stg_7_z3_60s_E20","btd-stg","btd homozygote","lateral","left",TRUE,"mid","EF"
"btd-gap-stg_3_z3_t53s_E2","btd-stg","btd homozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_1_z3_t45s_E3","btd-stg","btd homozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_4_z3_t59s_E7","btd-stg","btd homozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_4_z3_t59s_E10","btd-stg","btd homozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_3_z3_t53s_E11","btd-stg","btd homozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_7_z3_60s_E16","btd-stg","btd homozygote","lateral","left",TRUE,"post","EF"
"btd-gap-stg_8_z3_45s_E3","btd-stg","btd homozygote","lateral","left",FALSE,NA,NA
"btd-gap-stg_7_z3_60s_E6","btd-stg","btd homozygote","lateral","left",FALSE,NA,NA
"btd-gap-stg_7_z3_60s_E18","btd-stg","btd homozygote","lateral","left",FALSE,NA,NA
"btd-gap-stg_8_z3_45s_E8","btd-stg","stg homozygote","lateral","left",TRUE,"mid","CF"
"btd-gap-stg_7_z3_60s_E1","btd-stg","double homozygote","lateral","left",FALSE,NA,NA
"btd-gap-stg_7_z3_60s_E3","btd-stg","double homozygote","lateral","left",FALSE,NA,NA
"btd-gap-stg_1_z3_t45s_E9","btd-stg","double homozygote","lateral","left",FALSE,NA,NA
"btd-gap-stg_dorsal_1_z3_t50s_E1","btd-stg","double homozygote","dorsal","",FALSE,NA,NA
"btd-gap-stg_dorsal_1_z3_t50s_E7","btd-stg","double homozygote","dorsal","",FALSE,NA,NA
