LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility
,,,(quality),(micron),(micron),(micron),(sec),,(micron),
ID2853223,2853223,1,-1,56.7515921660095,37.475400037574,0,0,0,5,1
ID2853174,2853174,0,-1,43.3166703795241,40.2500034500003,0,0,0,5,1
ID2853178,2853178,0,-1,43.4627021380729,42.4404798282316,0,25.4814553,49,5,1
ID2853225,2853225,1,-1,57.3357192002045,40.1039716914516,0,25.4814553,49,5,1
ID2853227,2853227,1,-1,58.0658779929483,40.8341304841953,0,51.4829403,99,5,1
ID2853180,2853180,0,-1,44.1928609308167,42.5865115867804,0,51.4829403,99,5,1
ID2853182,2853182,0,-1,44.9230197235604,44.1928609308167,0,77.4844253,149,5,1
ID2853229,2853229,1,-1,57.9198462343995,43.6087338966216,0,77.4844253,149,5,1
ID2853231,2853231,1,-1,58.9420685442408,46.0912737919505,0,103.4859103,199,5,1
ID2853184,2853184,0,-1,45.799210274853,47.9896866530843,0,103.4859103,199,5,1
ID2853186,2853186,0,-1,46.2373055504992,49.8880995142181,0,129.4873953,249,5,1
ID2853233,2853233,1,-1,59.2341320613383,49.5960359971206,0,129.4873953,249,5,1
ID2853235,2853235,1,-1,59.5261955784358,52.0785758924494,0,155.4888803,299,5,1
ID2853188,2853188,0,-1,48.4277819287305,53.9769887535832,0,155.4888803,299,5,1
ID2853190,2853190,0,-1,49.0119089629255,57.043655683107,0,181.4903653,349,5,1
ID2853237,2853237,1,-1,60.1103226126308,54.5611157877782,0,181.4903653,349,5,1
ID2853192,2853192,0,-1,50.0341312727668,58.5039732685945,0,207.4918503,399,5,1
ID2853239,2853239,1,-1,60.5484178882771,56.3134968903632,0,207.4918503,399,5,1
ID2853194,2853194,0,-1,50.9103218240593,60.6944496468258,0,233.4933353,449,5,1
ID2853241,2853241,1,-1,61.2785766810209,57.9198462343995,0,233.4933353,449,5,1
ID2853243,2853243,1,-1,61.4246084395696,59.3801638198871,0,259.4948203,499,5,1
ID2853196,2853196,0,-1,51.3484170997056,61.2785766810209,0,259.4948203,499,5,1
ID2853198,2853198,0,-1,52.3706394095469,61.7166719566671,0,285.4963053,549,5,1
ID2853245,2853245,1,-1,62.4468307494109,60.9865131639234,0,285.4963053,549,5,1
ID2853247,2853247,1,-1,63.0309577836059,62.0087354737646,0,311.4977903,599,5,1
ID2853200,2853200,0,-1,52.8087346851931,62.3007989908622,0,311.4977903,599,5,1
ID2853202,2853202,0,-1,53.9769887535832,64.0531800934472,0,337.4992753,649,5,1
ID2853249,2853249,1,-1,63.7611165763497,63.4690530592522,0,337.4992753,649,5,1
ID2853251,2853251,1,-1,65.367465920386,64.1992118519959,0,363.5007603,699,5,1
ID2853204,2853204,0,-1,55.1452428219732,64.4912753690935,0,363.5007603,699,5,1
ID2853206,2853206,0,-1,56.1674651318145,64.4912753690935,0,389.5022453,749,5,1
ID2853253,2853253,1,-1,66.3896882302273,65.5134976789347,0,389.5022453,749,5,1
ID2853208,2853208,0,-1,56.7515921660095,65.5134976789347,0,415.5037303,799,5,1
ID2853255,2853255,1,-1,67.9960375742636,66.2436564716785,0,415.5037303,799,5,1
ID2853210,2853210,0,-1,57.627782717302,65.6595294374835,0,441.5052153,849,5,1
ID2853257,2853257,1,-1,69.1642916426536,67.4119105400685,0,441.5052153,849,5,1
ID2853259,2853259,1,-1,71.3547680208849,68.1420693328123,0,467.5067003,899,5,1
ID2853212,2853212,0,-1,58.5039732685945,66.6817517473248,0,467.5067003,899,5,1
ID2853214,2853214,0,-1,59.3801638198871,67.703974057166,0,493.5081853,949,5,1
ID2853261,2853261,1,-1,72.6690538478237,69.0182598841048,0,493.5081853,949,5,1
ID2853263,2853263,1,-1,74.5674667089575,70.4785774695924,0,519.5096703,999,5,1
ID2853216,2853216,0,-1,60.5484178882771,68.8722281255561,0,519.5096703,999,5,1
