 ,Label,X,Y,Slice
1,3D_eve-Gap_1_t45s_z3_E1.tif:0084-0097-1505:83,452,30,74
2,3D_eve-Gap_1_t45s_z3_E1.tif:0084-0097-1505:83,378,24,84
