 	Label	X	Y	Slice
1	3D_Gap,stg[2]_green_1_z3_t52_E16.tif:0067-0111-1344:66	439	33	57
2	3D_Gap,stg[2]_green_1_z3_t52_E16.tif:0067-0111-1344:66	328	30	67
