 	Label	X	Y	Slice
1	3D_btd-gap-stg_7_z3_60s_E17.tif:0036-0132-1286:35	425	39	26
2	3D_btd-gap-stg_7_z3_60s_E17.tif:0036-0132-1286:35	308	36	36
