 	Label	X	Y	Slice
1	3D_btd-gap-stg_4_z3_t59s_E14.tif:0040-0138-1222:39	400	32	30
2	3D_btd-gap-stg_4_z3_t59s_E14.tif:0040-0138-1222:39	297	47	40
