 	Label	X	Y	Slice
1	3D_Gap,stg[2]_green_1_z3_t52_E9.tif:0075-0093-1299:74	424	28	65
2	3D_Gap,stg[2]_green_1_z3_t52_E9.tif:0075-0093-1299:74	317	25	75
