 ,Label,X,Y,Slice
1,3D_eve-Gap1_t60s_z3_E2.tif:0033-0079-1504:32,458,26,23
2,3D_eve-Gap1_t60s_z3_E2.tif:0033-0079-1504:32,372,18,33
