 	Label	X	Y	Slice
1	3D_Gap,stg[2]_2_z3_t50s_E8.tif:0063-0201-1363:62	434	61	53
2	3D_Gap,stg[2]_2_z3_t50s_E8.tif:0063-0201-1363:62	344	54	63
