 	Label	X	Y	Slice
1	3D_btd-gap-stg_7_z3_60s_E3.tif:0051-0123-1335:50	445	35	41
2	3D_btd-gap-stg_7_z3_60s_E3.tif:0051-0123-1335:50	317	35	51
