 	Label	X	Y	Slice
1	3D_btd-gap-stg_4_z3_t59s_E11.tif:0079-0085-1239:78	402	21	69
2	3D_btd-gap-stg_4_z3_t59s_E11.tif:0079-0085-1239:78	304	27	79
