 ,Label,X,Y,Slice
1,3D_eve-Gap1_t60s_z3_E16.tif:0068-0073-1354:67,433,22,58
2,3D_eve-Gap1_t60s_z3_E16.tif:0068-0073-1354:67,314,18,68
