 	Label	X	Y	Slice
1	3D_Gap,stg[2]_2_z3_t50s_E12.tif:0066-0197-1332:65	428	57	56
2	3D_Gap,stg[2]_2_z3_t50s_E12.tif:0066-0197-1332:65	332	56	66
