 ,Label,X,Y,Slice
1,3D_btd-gap-stg_7_z3_60s_E20.tif:0057-0112-1392:56,450,33,47
2,3D_btd-gap-stg_7_z3_60s_E20.tif:0057-0112-1392:56,344,31,57
