 	Label	X	Y	Slice
1	3D_btd-gap-stg_1_z3_t45s_E9.tif:0096-0088-1493:95	448	32	86
2	3D_btd-gap-stg_1_z3_t45s_E9.tif:0096-0088-1493:95	404	18	96
