 	Label	X	Y	Slice
1	3D_eve-Gap_1_t45s_z3_E11.tif:0080-0088-1520:79	455	28	70
2	3D_eve-Gap_1_t45s_z3_E11.tif:0080-0088-1520:79	383	20	80
