 ,Label,X,Y,Slice
1,3D_btd-gap-stg_7_z3_60s_E5.tif:0025-0160-1301:24,441,43,15
2,3D_btd-gap-stg_7_z3_60s_E5.tif:0025-0160-1301:24,301,48,25
