 ,Label,X,Y,Slice
1,3D_btd-gap-stg_7_z3_60s_E6.tif:0044-0197-1349:43,435,53,34
2,3D_btd-gap-stg_7_z3_60s_E6.tif:0044-0197-1349:43,335,59,44
